,source_data,source_location_of_data,source_comments_from_Tang_validation,data_cross_check_complete,UCYN_A_qPCR_assays_used,methods_sampling_analysis,time,lat,lon,depth,UCYN_A1_nifH_gene,UCYN_A2_A3_A4_nifH_gene,total_UCYN_A__nifH_gene,UCYN_B_nifH_gene,UCYN_C_nifH_gene,trichodesmium_nifH_gene,richelia_nifH_gene,calothrix_nifH_gene,richelia_associated_species,calothrix_associated_species,notes
1537,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2392",,N (Luo),Church 2005 (A1),qPCR,2006-04-18 00:00:00,9.78016,109.52,1144.0,0,,,,,696.9869278450742,,,,,
1538,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2393",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.95147,109.74536,5.0,0,,,29.715489259488095,,26525.67084808578,167.56475945995481,0.0,Rhizosolenia,Chaetoceros,
1539,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2394",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.95147,109.74536,75.0,0,,,0.0,,2219.3715200232227,,,,,
1540,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2395",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.95147,109.74536,280.0,0,,,0.0,,434.17275399867145,,,,,
1541,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2396",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.515888,110.37047,5.0,0,,,,,117566.06146148678,44121.19035237423,0.0,"Hemiaulus,Rhizosolenia",Chaetoceros,
1542,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2397",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.515888,110.37047,65.0,0,,,,,3177.556135786155,,,,,
1543,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2398",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.515888,110.37047,400.0,,,,,,19635.524792245822,,,,,
1544,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2399",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.515888,110.37047,1000.0,0,,,0.0,,126.57608609845569,,,,,
1545,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2400",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.515888,110.37047,1700.0,0,,,0.0,,14.105909030817095,,,,,
1546,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2401",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.026472,109.97091,0.0,,,,,,1801.268743563402,,0.0,,Chaetoceros,
1547,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2402",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.026472,109.97091,40.0,35938.82999561081,,,,,549.5099693570743,,,,,
1548,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2403",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.026472,109.97091,75.0,0,,,,,456.4077528291484,,,,,
1549,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2404",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.026472,109.97091,100.0,0,,,0.0,,3586.632706994106,,,,,
1550,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2405",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.026472,109.97091,150.0,0,,,0.0,,,,,,,
1551,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2406",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.026472,109.97091,200.0,0,,,0.0,,,,,,,
1552,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2407",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.026472,109.97091,400.0,0,,,0.0,,,,,,,
1553,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2408",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.026472,109.97091,1200.0,,,,,,25.608639884274844,,,,,
1554,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2409",,N (Luo),Church 2005 (A1),qPCR,2006-04-19 00:00:00,10.026472,109.97091,1500.0,0,,,0.0,,46.061319033963464,,,,,
1555,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2410",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.629166,109.51072,5.0,0,,,0.0,,31271.125223829964,50.32702296599599,0.0,Hemiaulus,Chaetoceros,
1556,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2411",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.629166,109.51072,65.0,0,,,0.0,,6186.500819505231,,,,,
1557,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2412",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.629166,109.51072,126.0,0,,,0.0,,1295.9158641417282,,,,,
1558,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2413",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.386861,110.08822,0.0,0,,,0.0,,10392.62972257306,,0.0,,Chaetoceros,
1559,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2414",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.386861,110.08822,20.0,0,,,0.0,,5037.54416487785,,,,,
1560,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2415",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.386861,110.08822,60.0,0,,,0.0,,16.908127458406472,,,,,
1561,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2416",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.386861,110.08822,110.0,0,,,0.0,,10.0,,,,,
1562,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2417",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.386861,110.08822,210.0,0,,,0.0,,360.9245784068091,,,,,
1563,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2418",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.386861,110.08822,400.0,0,,,0.0,,2345.3823192603936,,,,,
1564,"Moisander et al. (2008), doi:10.1038/ismej.2008.51","Luo et al., (2012), doi:org/10.5194/essd-4-47-2419",,N (Luo),Church 2005 (A1),qPCR,2006-04-20 00:00:00,11.386861,110.08822,600.0,,,,,,33.406887380443855,,,,,
1565,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2420",,N (Luo),Church 2005 (A1),qPCR,2003-03-15 00:00:00,-17.73,149.75,29.9,11752.283260516238,,,68997.17324838816,,3918.9115590263873,68.99817646605278,,"Rhizosolenia,Hemiaulus",,
1566,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2421",,N (Luo),Church 2005 (A1),qPCR,2003-03-15 00:00:00,-17.73,149.75,15.06,3897.5869722175153,,,34148.17212823829,,1828.8463042848261,226.91895142725906,,"Rhizosolenia,Hemiaulus",,
1567,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2422",,N (Luo),Church 2005 (A1),qPCR,2003-03-16 00:00:00,-16.4,152.37,29.96,,,,98924.83163676222,,0.0,58.59926749077289,,"Rhizosolenia,Hemiaulus",,
1568,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2423",,N (Luo),Church 2005 (A1),qPCR,2003-03-16 00:00:00,-16.4,152.37,14.9,,,,109944.42222907103,,1558.8876817631158,990.201039420484,,"Rhizosolenia,Hemiaulus",,
1569,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2424",,N (Luo),Church 2005 (A1),qPCR,2003-03-17 00:00:00,-15.0,155.0,4.07,1,,,116872.5,,26663.0,239.5,,"Rhizosolenia,Hemiaulus",,
1570,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2425",,N (Luo),Church 2005 (A1),qPCR,2003-03-17 00:00:00,-15.0,155.0,14.83,1,,,215638.61696772586,,49933.5,788.5,,"Rhizosolenia,Hemiaulus",,
1571,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2426",,N (Luo),Church 2005 (A1),qPCR,2003-03-17 00:00:00,-15.0,155.0,28.64,1,,,62391.5,,30333.0,416.0,,"Rhizosolenia,Hemiaulus",,
1572,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2427",,N (Luo),Church 2005 (A1),qPCR,2003-03-17 00:00:00,-15.0,155.0,50.31,97.5C1571,,,1804.0,,981.0,36.0,,"Rhizosolenia,Hemiaulus",,
1573,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2428",,N (Luo),Church 2005 (A1),qPCR,2003-03-17 00:00:00,-15.0,155.0,70.73,14.5,,,272.0,,141.0,22.5,,"Rhizosolenia,Hemiaulus",,
1574,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2429",,N (Luo),Church 2005 (A1),qPCR,2003-03-17 00:00:00,-15.0,155.0,89.34,38,,,235.5,,1876.0,0.0,,"Rhizosolenia,Hemiaulus",,
1575,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2430",,N (Luo),Church 2005 (A1),qPCR,2003-03-17 00:00:00,-15.0,155.0,124.86,18,,,335.0,,46.0,0.0,,"Rhizosolenia,Hemiaulus",,
1576,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2431",,N (Luo),Church 2005 (A1),qPCR,2003-03-17 00:00:00,-15.0,155.0,149.29,0,,,154.5,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1577,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2432",,N (Luo),Church 2005 (A1),qPCR,2003-03-18 00:00:00,-17.5,155.8,4.24,7603,,,30303.82889449637,,41.749575676617056,0.0,,"Rhizosolenia,Hemiaulus",,
1578,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2433",,N (Luo),Church 2005 (A1),qPCR,2003-03-18 00:00:00,-17.5,155.8,14.97,46832,,,35916.989610204066,,61.386371639520306,81.92430252644027,,"Rhizosolenia,Hemiaulus",,
1579,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2434",,N (Luo),Church 2005 (A1),qPCR,2003-03-18 00:00:00,-17.5,155.8,29.82,194258,,,36098.20199374732,,118.14458072559219,0.0,,"Rhizosolenia,Hemiaulus",,
1580,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2435",,N (Luo),Church 2005 (A1),qPCR,2003-03-18 00:00:00,-17.5,155.8,49.89,48608,,,12590.894532107426,,863.730382978141,224.9502463110167,,"Rhizosolenia,Hemiaulus",,
1581,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2436",,N (Luo),Church 2005 (A1),qPCR,2003-03-18 00:00:00,-17.5,155.8,69.93,154170,,,1199.00878259741,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1582,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2437",,N (Luo),Church 2005 (A1),qPCR,2003-03-18 00:00:00,-17.5,155.8,99.22,62,,,244.10303137707135,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1583,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2438",,N (Luo),Church 2005 (A1),qPCR,2003-03-18 00:00:00,-17.5,155.8,124.5,1,,,133.0008500924037,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1584,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2439",,N (Luo),Church 2005 (A1),qPCR,2003-03-18 00:00:00,-17.5,155.8,149.08,,,,385.3725956564873,,0.0,16.111446512692897,,"Rhizosolenia,Hemiaulus",,
1585,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2440",,N (Luo),Church 2005 (A1),qPCR,2003-03-19 00:00:00,-20.0,156.61,4.44,50927.6366355059,,,166860.08667617655,,2102.4655854167454,212.89817980425835,,"Rhizosolenia,Hemiaulus",,
1586,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2441",,N (Luo),Church 2005 (A1),qPCR,2003-03-19 00:00:00,-20.0,156.61,15.63,43040,,,143411.29653794307,,172.2082099814832,272.9427145003521,,"Rhizosolenia,Hemiaulus",,
1587,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2442",,N (Luo),Church 2005 (A1),qPCR,2003-03-19 00:00:00,-20.0,156.61,30.47,43020,,,217045.62702401174,,722.5671224085035,276.2085634926751,,"Rhizosolenia,Hemiaulus",,
1588,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2443",,N (Luo),Church 2005 (A1),qPCR,2003-03-19 00:00:00,-20.0,156.61,50.18,53568,,,203080.61857696733,,2075.829027480536,348.7083143482727,,"Rhizosolenia,Hemiaulus",,
1589,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2444",,N (Luo),Church 2005 (A1),qPCR,2003-03-19 00:00:00,-20.0,156.61,71.09,591311,,,59162.724176476964,,0.0,372.78957487403085,,"Rhizosolenia,Hemiaulus",,
1590,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2445",,N (Luo),Church 2005 (A1),qPCR,2003-03-19 00:00:00,-20.0,156.61,99.69,23,,,515.3145174826585,,0.0,20.755532580975974,,"Rhizosolenia,Hemiaulus",,
1591,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2446",,N (Luo),Church 2005 (A1),qPCR,2003-03-19 00:00:00,-20.0,156.61,120.51,12,,,355.7594272044889,,289.63898443530866,24.795046319722516,,"Rhizosolenia,Hemiaulus",,
1592,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2447",,N (Luo),Church 2005 (A1),qPCR,2003-03-19 00:00:00,-20.0,156.61,150.32,16,,,324.0,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1593,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2448",,N (Luo),Church 2005 (A1),qPCR,2003-03-20 00:00:00,-22.5,157.43,5.3,59119,,,25766.27952645558,,17.956512625058586,145.79793429066905,,"Rhizosolenia,Hemiaulus",,
1594,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2449",,N (Luo),Church 2005 (A1),qPCR,2003-03-20 00:00:00,-22.5,157.43,15.05,66787,,,123063.54419356323,,2469.2787669886357,1185.9703093321637,,"Rhizosolenia,Hemiaulus",,
1595,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2450",,N (Luo),Church 2005 (A1),qPCR,2003-03-20 00:00:00,-22.5,157.43,30.92,49716,,,40148.528169137724,,25.147049756662785,129.02517616638005,,"Rhizosolenia,Hemiaulus",,
1596,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2451",,N (Luo),Church 2005 (A1),qPCR,2003-03-20 00:00:00,-22.5,157.43,60.18,717604,,,29607.89445615138,,742.3843102337273,663.9068838160842,,"Rhizosolenia,Hemiaulus",,
1597,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2452",,N (Luo),Church 2005 (A1),qPCR,2003-03-20 00:00:00,-22.5,157.43,79.95,787,,,380.5363457456392,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1598,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2453",,N (Luo),Church 2005 (A1),qPCR,2003-03-20 00:00:00,-22.5,157.43,95.28,38,,,186.87077397024774,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1599,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2454",,N (Luo),Church 2005 (A1),qPCR,2003-03-20 00:00:00,-22.5,157.43,124.8,31,,,401.55486035768604,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1600,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2455",,N (Luo),Church 2005 (A1),qPCR,2003-03-20 00:00:00,-22.5,157.43,148.93,13,,,222.0,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1601,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2456",,N (Luo),Church 2005 (A1),qPCR,2003-03-21 00:00:00,-25.0,158.27,5.37,365403,,,12349.4121532427,,0.0,182.1157500097057,,"Rhizosolenia,Hemiaulus",,
1602,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2457",,N (Luo),Church 2005 (A1),qPCR,2003-03-21 00:00:00,-25.0,158.27,15.41,314115,,,7307.715398298848,,1482.9558294812898,186.403967150137,,"Rhizosolenia,Hemiaulus",,
1603,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2458",,N (Luo),Church 2005 (A1),qPCR,2003-03-21 00:00:00,-25.0,158.27,30.26,401099,,,12894.327262966995,,2077.0395886822457,148.78482482550083,,"Rhizosolenia,Hemiaulus",,
1604,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2459",,N (Luo),Church 2005 (A1),qPCR,2003-03-21 00:00:00,-25.0,158.27,49.64,252201,,,4291.33974534825,,0.0,26.57329402554386,,"Rhizosolenia,Hemiaulus",,
1605,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2460",,N (Luo),Church 2005 (A1),qPCR,2003-03-21 00:00:00,-25.0,158.27,69.52,426,,,790.0,,29.0823023226327,32.83747911412256,,"Rhizosolenia,Hemiaulus",,
1606,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2461",,N (Luo),Church 2005 (A1),qPCR,2003-03-21 00:00:00,-25.0,158.27,95.69,14,,,110.0,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1607,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2462",,N (Luo),Church 2005 (A1),qPCR,2003-03-21 00:00:00,-25.0,158.27,125.46,22,,,74.0,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1608,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2463",,N (Luo),Church 2005 (A1),qPCR,2003-03-21 00:00:00,-25.0,158.27,150.76,31,,,306.0,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1609,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2464",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-27.5,159.12,4.63,495449,,,7828.6987723076,,0.0,107.6899222638028,,"Rhizosolenia,Hemiaulus",,
1610,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2465",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-27.5,159.12,15.03,473281,,,12124.992332927028,,5968.583119350754,107.05309313228605,,"Rhizosolenia,Hemiaulus",,
1611,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2466",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-27.5,159.12,30.1,557817,,,9598.298299255392,,491.7551359722836,24.12776896844136,,"Rhizosolenia,Hemiaulus",,
1612,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2467",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-27.5,159.12,50.71,293036,,,8412.354582640475,,1140.0221554988357,349.9673697673013,,"Rhizosolenia,Hemiaulus",,
1613,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2468",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-27.5,159.12,74.82,367851,,,226.22681321839005,,,0.0,,"Rhizosolenia,Hemiaulus",,
1614,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2469",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-27.5,159.12,110.29,92,,,281.654749788916,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1615,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2470",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-27.5,159.12,124.63,126,,,161.00595822465553,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1616,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2471",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-27.5,159.12,149.85,80,,,101.21371602946166,,1.0,0.0,,"Rhizosolenia,Hemiaulus",,
1617,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2472",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-30.0,160.0,5.09,878576,,,1546.985,,123.5,197.0,,"Rhizosolenia,Hemiaulus",,
1618,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2473",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-30.0,160.0,15.13,1078165,,,904.0,,1705.0,0.0,,"Rhizosolenia,Hemiaulus",,
1619,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2474",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-30.0,160.0,30.31,1640140.5,,,937.0,,14240.5,71.0,,"Rhizosolenia,Hemiaulus",,
1620,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2475",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-30.0,160.0,49.22,1852388,,,1321.5,,1585.5,228.5,,"Rhizosolenia,Hemiaulus",,
1621,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2476",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-30.0,160.0,69.76,767,,,114.5,,0.0,1.0,,"Rhizosolenia,Hemiaulus",,
1622,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2477",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-30.0,160.0,98.18,66.5,,,148.0,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1623,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2478",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-30.0,160.0,124.93,250.5,,,379.0,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1624,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2479",,N (Luo),Church 2005 (A1),qPCR,2003-03-22 00:00:00,-30.0,160.0,148.64,155,,,24.905016929920478,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1625,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2480",,N (Luo),Church 2005 (A1),qPCR,2003-03-24 00:00:00,-27.69,162.03,5.12,909545,,,33227.81818293505,,134.60561826759343,0.0,,"Rhizosolenia,Hemiaulus",,
1626,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2481",,N (Luo),Church 2005 (A1),qPCR,2003-03-24 00:00:00,-27.69,162.03,15.34,593136,,,29683.830356289196,,0.0,759.9446076369672,,"Rhizosolenia,Hemiaulus",,
1627,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2482",,N (Luo),Church 2005 (A1),qPCR,2003-03-24 00:00:00,-27.69,162.03,29.76,2008500.7053411962,,,42545.376303119476,,8618.324756557231,401.0995139891845,,"Rhizosolenia,Hemiaulus",,
1628,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2483",,N (Luo),Church 2005 (A1),qPCR,2003-03-24 00:00:00,-27.69,162.03,50.23,651887,,,11419.747128843059,,0.0,,,,,
1629,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2484",,N (Luo),Church 2005 (A1),qPCR,2003-03-24 00:00:00,-27.69,162.03,75.29,208390,,,1096.1868339214298,,0.0,,,,,
1630,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2485",,N (Luo),Church 2005 (A1),qPCR,2003-03-24 00:00:00,-27.69,162.03,104.76,273,,,565.1102451486391,,0.0,,,,,
